;Rendement
906;-0.005996539006352464
907;-0.01426687570822594
908;-0.00530036873532552
909;-0.025174123692597306
910;0.14018475444195772
911;-0.0016006871210882422
912;-0.08278640515618463
913;0.043904834263998965
914;0.23346596684320758
915;0.03144262451001637
916;0.013136647964375357
917;0.042935568039493006
918;0.13862718007747205
919;-0.02330851167505827
920;0.01577953846755349
921;-0.03227992026263678
922;0.08733990284267464
923;0.02393076433252702
924;0.06318487705757207
925;0.014436823949500308
926;0.050064047027442056
927;0.035569817787945934
928;0.1028485491708608
929;0.10321498834600845
930;0.07406311787662816
931;0.08161854534242835
932;0.03879449928951544
933;0.03631691489626718
934;0.07417423800799085
935;-0.005132968021302417
936;0.11490434995843572
937;-0.007980935766772888
938;-0.030254746778566356
939;-0.0021133777673875897
940;-0.03637648765999671
941;-0.00040910719291076703
942;0.026263125606439244
943;0.022007530729079433
944;-0.08368136458735365
945;0.014158167159746994
946;0.04089338518956694
947;0.09870733468098038
948;0.08287656484224953
949;-0.00853062972388173
950;0.03134378853644933
951;0.04674557696179235
952;0.0446083439414879
953;-0.05952504736770507
954;0.03786152017044714
955;0.02564926082167034
956;-0.004147581356398859
957;0.05804510842649861
958;-0.041456523410305125
959;-0.04369545046618242
960;0.009309292999364942
961;-0.058960279308822694
962;0.012303858673241307
963;0.01042873838706555
964;0.04426172566683448
965;0.03341818481114231
966;-0.0932287119995921
967;-0.020595545599127546
968;-0.012171056759126487
969;0.01760668191486843
970;0.030284573737879156
971;-0.020028285027205755
972;0.01902809001022959
973;-0.024141118395692586
974;0.019369471506714576
975;-0.0052471565001781075
976;0.05938554540605139
977;-0.0036231000594315788
978;-0.025522565067675203
979;0.04315263705627558
980;0.07524758871177269
981;0.024841321957983525
982;0.03412055167944402
983;0.0677938387470256
984;-0.040824247793371314
985;0.03120704973376462
986;0.015995416691668964
987;0.06951095557155568
988;0.009973193844117389
989;0.006284249784716707
990;-0.019797921689594204
